flight_id,flight_date,airline,flight_number,origin_airport,destination_airport,delay_in_minutes,cancelled,cancel_reason
1771,2015-09-29,US,850,SYR,CLT,396,0,
1772,2015-10-15,US,1964,PWM,CLT,217,0,
1773,2015-12-10,UA,709,ORD,SAN,455,1,Airline/Carrier
1774,2015-08-16,VX,162,LAX,EWR,658,0,
1775,2015-12-20,WN,2098,ATL,PHL,244,0,
1776,2015-12-07,WN,3207,BDL,MCO,2,1,Security
1777,2015-06-06,WN,912,BWI,STL,761,0,
1778,2015-09-20,WN,376,DAL,DEN,218,1,Weather
1779,2015-08-05,WN,488,DAL,MCO,671,0,
1780,2015-02-13,WN,873,ELP,DAL,179,0,
1781,2015-01-15,WN,399,ISP,BWI,559,1,Security
1782,2015-05-05,WN,833,JAX,ATL,307,0,
1783,2015-12-07,WN,2400,SAN,HOU,919,0,
1784,2015-08-16,WN,125,SMF,DEN,837,0,
1785,2015-02-07,UA,1481,IAD,SJU,476,0,
1786,2015-12-15,US,466,BOS,CLT,794,0,
1787,2015-12-15,US,490,FLL,CLT,5,0,
1788,2015-11-03,AA,44,LAS,JFK,999,0,
1789,2015-07-03,AA,1608,PDX,DFW,998,0,
1790,2015-04-20,AS,548,SEA,PSP,158,0,
1791,2015-09-20,B6,427,BOS,BWI,521,1,Weather
1792,2015-02-14,B6,816,BUF,BOS,865,1,Weather
1793,2015-07-06,B6,853,FLL,SJU,59,0,
1794,2015-05-13,DL,1326,DTW,RSW,94,1,Weather
1795,2015-04-29,DL,2190,JFK,MIA,818,0,
1796,2015-12-07,DL,2258,JAX,MSP,871,0,
1797,2015-06-25,DL,2513,ATL,OKC,963,0,
1798,2015-10-27,DL,55,ATL,IAH,482,1,Security
1799,2015-09-26,DL,1578,ATL,DEN,582,1,Airline/Carrier
1800,2015-05-23,EV,4401,ORD,CHS,262,0,
1801,2015-11-06,EV,4722,ROA,ORD,896,1,Weather
1802,2015-06-12,EV,4948,RIC,ATL,585,0,
1803,2015-06-23,EV,5276,CHA,ATL,103,0,
1804,2015-01-19,EV,5477,CLE,ATL,263,1,Weather
1805,2015-09-01,EV,5537,EYW,ATL,364,1,Security
1806,2015-10-19,EV,5936,ISN,DEN,736,0,
1807,2015-10-12,F9,553,DEN,SAN,247,0,
1808,2015-02-21,HA,111,ITO,OGG,424,0,
1809,2015-11-25,MQ,3474,BNA,LGA,875,1,Security
1810,2015-11-18,MQ,3544,DFW,CAE,896,0,
1811,2015-10-04,MQ,3576,MEM,MIA,728,0,
1812,2015-02-06,NK,188,LAS,DTW,741,0,
1813,2015-01-09,NK,103,MYR,FLL,850,1,Weather
1814,2015-09-16,NK,695,BWI,LAS,236,0,
1815,2015-10-24,OO,6234,ABQ,SFO,958,1,Security
1816,2015-08-20,UA,250,PDX,IAD,432,0,
1817,2015-06-02,UA,275,LAX,JFK,338,0,
1818,2015-11-14,UA,491,DEN,PHX,172,0,
1819,2015-01-24,UA,796,IAD,LAS,966,1,Security
1820,2015-07-27,DL,1122,ATL,RSW,873,0,
1821,2015-12-13,OO,6228,DEN,BOI,62,1,Airline/Carrier
1822,2015-07-13,OO,4993,ORD,IND,581,0,
1823,2015-08-13,UA,454,ORD,PHL,564,0,
1824,2015-06-10,UA,1142,MCO,DEN,756,1,Security
1825,2015-10-28,AA,2243,LGA,MIA,380,0,
1826,2015-10-16,B6,736,LGB,SFO,72,0,
1827,2015-06-03,UA,1665,ORD,LAX,660,0,
1828,2015-08-18,EV,4158,ORD,MSY,539,0,
1829,2015-02-06,HA,509,HNL,LIH,509,1,Security
1830,2015-10-04,B6,1168,PBI,HPN,509,0,
1831,2015-08-08,EV,3261,IAD,ATL,981,0,
1832,2015-02-22,EV,4537,EWR,MEM,692,0,
1833,2015-03-23,HA,368,HNL,KOA,17,0,
1834,2015-06-22,OO,5577,LAX,BZN,514,0,
1835,2015-01-07,UA,270,BWI,DEN,545,0,
1836,2015-04-26,UA,310,PBI,EWR,408,0,
1837,2015-07-15,US,1797,BUF,CLT,572,1,Weather
1838,2015-12-02,US,1814,PHX,PHL,733,0,
1839,2015-03-17,US,1841,DEN,CLT,658,0,
1840,2015-09-18,US,1862,JFK,CLT,945,0,
1841,2015-05-02,US,2053,DTW,CLT,251,0,
1842,2015-10-14,WN,2063,LAS,CMH,861,1,Security
1843,2015-10-30,WN,310,MCO,PVD,602,0,
1844,2015-11-29,WN,925,RNO,SAN,227,0,
1845,2015-09-24,WN,676,SLC,LAS,439,1,Security
1846,2015-05-18,WN,189,SLC,MDW,828,1,Airline/Carrier
1847,2015-06-21,WN,903,TPA,BWI,902,0,
1848,2015-09-16,WN,199,TPA,DCA,90,0,
1849,2015-08-27,WN,914,TUL,MDW,784,0,
1850,2015-08-21,WN,1460,TUS,MDW,204,0,
1851,2015-03-24,UA,1290,SNA,ORD,910,0,
1852,2015-11-15,UA,1498,LAX,EWR,203,0,
1853,2015-09-10,US,604,RSW,CLT,856,1,Security
1854,2015-12-06,AA,50,SLC,DFW,832,0,
1855,2015-07-20,AA,300,TUS,ORD,22,1,Airline/Carrier
1856,2015-03-31,AA,314,DFW,ATL,134,0,
1857,2015-02-08,AA,240,LAX,DCA,63,0,
1858,2015-09-29,AA,1121,LGA,DFW,311,0,
1859,2015-04-08,AA,1217,MSY,DFW,352,0,
1860,2015-11-29,AA,1222,TUS,DFW,3,0,
1861,2015-09-19,AA,1475,DFW,AUS,870,0,
1862,2015-01-21,AA,1652,ATL,MIA,551,0,
1863,2015-04-03,AS,4,SEA,DCA,577,0,
1864,2015-05-27,AS,766,SEA,BWI,152,0,
1865,2015-12-01,B6,123,JFK,LAX,951,0,
1866,2015-06-05,B6,124,LAX,JFK,325,0,
1867,2015-01-13,B6,493,BOS,DEN,437,0,
1868,2015-10-12,B6,1776,PHL,BOS,983,0,
1869,2015-07-22,DL,472,JFK,LAX,805,0,
1870,2015-03-09,DL,782,MIA,JFK,352,0,
1871,2015-01-21,DL,1137,RDU,ATL,161,0,
1872,2015-10-21,DL,1184,PBI,ATL,379,0,
1873,2015-09-25,DL,1197,LAX,OGG,474,0,
1874,2015-07-02,AA,1368,SFO,DFW,827,0,
1875,2015-10-17,DL,1966,DFW,ATL,819,1,Security
1876,2015-12-13,DL,2012,JFK,PBI,114,0,
1877,2015-02-11,DL,2049,ATL,SFO,415,0,
1878,2015-10-10,DL,2210,SEA,HNL,912,0,
1879,2015-11-10,DL,2277,JFK,FLL,376,0,
1880,2015-02-12,DL,2441,ATL,MEM,579,0,
1881,2015-09-10,DL,1775,RSW,DTW,291,0,
1882,2015-03-15,EV,5995,CAK,ORD,553,0,
1883,2015-10-29,EV,6188,CRW,ORD,136,1,Security
1884,2015-06-05,F9,261,DEN,SNA,584,0,
1885,2015-05-27,MQ,2832,DFW,HSV,443,0,
1886,2015-02-03,MQ,2753,CMH,ORD,78,1,Security
1887,2015-08-20,MQ,2897,DFW,GPT,619,0,
1888,2015-08-19,MQ,2905,MQT,ORD,224,0,
1889,2015-06-04,MQ,3322,ABI,DFW,841,0,
1890,2015-05-11,MQ,3465,JFK,RDU,8,0,
1891,2015-05-03,MQ,3586,CMH,LGA,707,0,
1892,2015-07-15,NK,815,ORD,MSY,639,0,
1893,2015-12-30,OO,2642,CHO,ORD,50,0,
1894,2015-12-06,OO,4700,DFW,SLC,372,0,
1895,2015-01-29,OO,6378,ORD,ATL,567,0,
1896,2015-12-10,OO,7379,SLC,CDC,21,0,
1897,2015-04-29,UA,1149,IAD,MCO,886,1,Airline/Carrier
1898,2015-09-24,DL,1150,HNL,LAX,887,0,
1899,2015-01-05,EV,4111,EWR,CHS,577,1,Security
1900,2015-01-20,EV,5688,IAD,CLE,60,0,
1901,2015-09-16,OO,6482,COS,DEN,561,0,
1902,2015-08-06,HA,155,OGG,HNL,560,1,Security
1903,2015-04-23,UA,1161,ORD,SFO,152,1,Airline/Carrier
1904,2015-04-10,B6,2,FLL,JFK,838,1,Weather
1905,2015-02-22,NK,801,DTW,MCO,401,0,
1906,2015-10-10,NK,812,DFW,TPA,772,0,
1907,2015-08-03,UA,1418,SAT,IAH,10,0,
1908,2015-05-06,US,2076,PBI,CLT,933,0,
1909,2015-12-30,UA,484,SAN,DEN,521,0,
1910,2015-09-14,VX,108,LAX,IAD,621,0,
1911,2015-10-02,VX,340,SFO,FLL,340,0,
1912,2015-12-12,WN,251,AUS,DAL,74,1,Weather
1913,2015-09-16,WN,658,BWI,DEN,160,0,
1914,2015-12-17,WN,1841,CHS,MDW,576,0,
1915,2015-11-27,WN,1851,LAS,BUR,249,0,
1916,2015-11-07,WN,321,ABQ,SAN,564,0,
1917,2015-06-06,WN,450,ATL,FLL,343,0,
1918,2015-02-02,WN,4304,SNA,PHX,404,0,
1919,2015-09-15,UA,1046,EWR,LAS,554,1,Airline/Carrier
1920,2015-06-05,UA,1074,IAD,DEN,540,0,
1921,2015-03-27,UA,1220,TPA,DEN,178,1,Airline/Carrier
1922,2015-01-10,UA,1460,LAX,SFO,135,0,
1923,2015-07-31,UA,1561,PHX,IAH,47,0,
1924,2015-11-25,UA,1688,ORD,SJU,102,1,Security
1925,2015-08-30,US,457,DFW,PHX,101,0,
1926,2015-02-15,US,591,PHX,SJC,113,0,
1927,2015-01-25,AA,96,DFW,STL,977,0,
1928,2015-12-28,AA,242,SFO,ORD,509,0,
1929,2015-01-05,AA,1301,MSP,DFW,548,0,
1930,2015-06-13,B6,337,BDL,MCO,727,0,
1931,2015-03-29,DL,2013,ATL,LAS,92,0,
1932,2015-01-28,DL,2198,MSP,DTW,720,0,
1933,2015-09-28,DL,2416,MCO,JFK,304,1,Airline/Carrier
1934,2015-07-26,DL,196,MCI,ATL,956,0,
1935,2015-09-19,DL,323,ATL,SJU,173,0,
1936,2015-03-16,DL,1510,PHL,MSP,414,1,Security
1937,2015-10-18,DL,1759,IND,ATL,632,0,
1938,2015-08-14,EV,6146,IAD,GSO,182,1,Security
1939,2015-03-11,EV,6183,FSD,DEN,532,0,
1940,2015-03-28,F9,1376,IAD,MIA,880,0,
1941,2015-02-13,HA,23,OAK,OGG,723,0,
1942,2015-07-04,MQ,3429,CVG,DFW,264,0,
1943,2015-03-06,MQ,3430,DSM,ORD,491,0,
1944,2015-12-21,OO,5242,LAX,AUS,870,0,
1945,2015-01-04,OO,5538,MFR,SFO,670,0,
1946,2015-04-18,OO,6551,SLC,PHX,657,0,
1947,2015-04-02,OO,6604,GJT,PHX,60,0,
1948,2015-05-15,UA,1150,MSY,DEN,501,0,
1949,2015-03-08,DL,2183,ATL,ORD,37,1,Weather
1950,2015-12-17,OO,6571,PHX,YUM,486,1,Airline/Carrier
1951,2015-06-27,DL,1134,ATL,PBI,785,1,Weather
1952,2015-08-22,DL,110,ATL,LAX,0,0,
1953,2015-05-24,EV,5698,IAD,PIT,49,1,Security
1954,2015-12-26,UA,581,DEN,IAD,935,0,
1955,2015-11-19,UA,1209,LAX,DEN,917,1,Airline/Carrier
1956,2015-05-11,UA,1739,SFO,EWR,842,0,
1957,2015-02-13,EV,4198,BNA,IAH,391,0,
1958,2015-02-28,OO,6216,PSP,DEN,506,1,Weather
1959,2015-12-01,US,826,PHL,CLT,578,0,
1960,2015-02-28,UA,596,SEA,IAH,350,0,
1961,2015-07-01,US,718,SFO,PHL,849,0,
1962,2015-01-20,US,832,RSW,DCA,475,0,
1963,2015-05-17,US,2024,SEA,PHX,650,0,
1964,2015-02-05,UA,523,ORD,DEN,689,0,
1965,2015-10-04,UA,1014,AUS,IAH,776,0,
1966,2015-11-12,WN,774,ATL,MDW,409,0,
1967,2015-02-11,WN,3486,BWI,ABQ,91,0,
1968,2015-10-07,WN,4122,BWI,MEM,387,0,
1969,2015-07-12,WN,961,BWI,RSW,581,1,Airline/Carrier
1970,2015-03-27,WN,3565,MCO,IND,973,0,
1971,2015-10-06,US,450,DCA,LAS,618,0,
1972,2015-11-06,AA,270,HNL,LAX,457,0,
1973,2015-06-09,AA,385,BNA,DFW,345,0,
1974,2015-10-07,AA,1479,CLT,DFW,770,0,
1975,2015-07-06,AA,1667,DFW,MSY,941,0,
1976,2015-01-30,AS,860,HNL,SEA,977,0,
1977,2015-10-11,B6,1701,JFK,FLL,915,0,
1978,2015-10-12,DL,661,ATL,STT,561,0,
1979,2015-12-25,DL,1477,ORD,ATL,371,0,
1980,2015-03-12,DL,1952,ATL,TLH,978,1,Security
1981,2015-11-06,DL,2130,RSW,LGA,202,0,
1982,2015-01-28,DL,1591,CLT,ATL,464,0,
1983,2015-03-30,DL,1741,CVG,SLC,545,0,
1984,2015-01-28,EV,2517,DFW,MLI,457,0,
1985,2015-01-04,MQ,2967,DFW,SAV,963,0,
1986,2015-06-01,MQ,2993,TVC,ORD,539,0,
1987,2015-07-21,MQ,3676,DFW,AMA,143,0,
1988,2015-08-30,NK,571,TPA,FLL,28,0,
1989,2015-05-31,OO,4630,COS,SLC,762,0,
1990,2015-10-03,OO,6506,LAX,BOI,828,0,
1991,2015-12-23,UA,1633,EWR,ATL,190,0,
1992,2015-03-25,DL,2380,ATL,JAX,658,0,
1993,2015-02-04,UA,1666,TPA,CLE,919,0,
1994,2015-04-16,F9,573,DEN,SLC,420,1,Security
1995,2015-08-28,OO,5548,BUR,DEN,612,1,Security
1996,2015-08-19,OO,6458,FAT,DEN,5,0,
1997,2015-02-24,UA,792,ORD,SNA,955,0,
1998,2015-08-23,UA,1162,EWR,BOS,960,1,Airline/Carrier
1999,2015-02-28,B6,281,JFK,HOU,210,0,
2000,2015-05-06,US,1753,MIA,CLT,979,0,
2001,2015-10-04,US,1937,TPA,CLT,760,0,
2002,2015-12-26,UA,443,JFK,LAX,296,0,
2003,2015-09-14,UA,725,ORD,PHX,998,1,Weather
2004,2015-10-05,UA,790,SFO,IAH,185,0,
2005,2015-10-19,UA,1024,EWR,SFO,589,0,
2006,2015-05-14,VX,360,LAX,BOS,987,0,
2007,2015-03-09,WN,2605,BWI,CHS,125,0,
2008,2015-01-15,WN,851,BWI,CLT,440,0,
2009,2015-03-04,WN,563,BWI,PBI,900,1,Security
2010,2015-07-02,WN,7,DAL,HOU,702,0,
2011,2015-01-21,WN,2599,DAL,TPA,856,0,
2012,2015-07-29,WN,4218,FLL,BNA,208,0,
2013,2015-08-03,WN,881,FLL,DEN,57,0,
2014,2015-11-01,WN,1800,MCO,SJU,901,0,
2015,2015-05-11,WN,2551,MDW,LAS,345,1,Airline/Carrier
2016,2015-11-10,WN,411,SAN,AUS,522,0,
2017,2015-01-27,WN,693,STL,DAL,488,0,
2018,2015-08-21,WN,1074,PDX,MCI,477,0,
2019,2015-08-26,UA,1083,IAD,LAX,528,0,
2020,2015-04-16,UA,1443,IAD,STT,472,0,
2021,2015-12-20,UA,1662,DCA,SFO,543,1,Security
2022,2015-03-21,US,628,DFW,CLT,380,0,
2023,2015-06-06,AA,395,ORD,SJU,987,0,
2024,2015-05-23,AA,275,MCO,MIA,205,0,
2025,2015-08-21,AA,1231,SJC,DFW,767,0,
2026,2015-10-05,AA,1110,DFW,LGA,610,0,
2027,2015-10-09,AA,1352,STL,ORD,0,0,
2028,2015-03-05,AA,1296,AUS,DFW,386,0,
2029,2015-01-21,AA,1082,MIA,LGA,736,0,
2030,2015-05-09,AA,1085,JFK,MIA,632,0,
2031,2015-11-18,AA,2263,DFW,CMH,673,0,
2032,2015-07-04,AA,2430,LAX,DFW,734,0,
2033,2015-10-06,AS,34,SEA,ORD,847,0,
2034,2015-07-18,AS,774,SEA,TPA,886,0,
2035,2015-03-07,B6,133,BOS,SFO,451,0,
2036,2015-08-05,B6,27,EWR,MCO,547,0,
2037,2015-11-20,B6,465,BOS,RSW,759,0,
2038,2015-04-15,B6,1077,BOS,LAS,347,1,Airline/Carrier
2039,2015-03-13,B6,905,JFK,ORD,574,0,
2040,2015-07-29,DL,414,SFO,JFK,369,0,
2041,2015-06-11,DL,485,JFK,ATL,813,0,
2042,2015-12-13,DL,611,LAX,HNL,437,0,
2043,2015-04-20,DL,784,ATL,MSP,882,1,Airline/Carrier
2044,2015-09-02,DL,974,DTW,MKE,309,0,
2045,2015-10-04,DL,989,DTW,TPA,873,0,
2046,2015-05-21,DL,1153,TPA,ATL,399,0,
2047,2015-04-29,AA,1357,JFK,SJU,479,0,
2048,2015-10-29,AA,903,LAX,EGE,592,1,Airline/Carrier
2049,2015-10-06,DL,2050,BOS,MCO,154,0,
2050,2015-07-22,DL,2119,LGA,MSP,535,0,
2051,2015-09-06,DL,2122,PHX,DTW,398,1,Security
2052,2015-03-11,DL,2192,TPA,DTW,131,0,
2053,2015-12-05,DL,2328,MCO,DTW,979,1,Weather
2054,2015-04-21,DL,1524,SLC,ATL,144,0,
2055,2015-01-02,DL,1718,MCO,ATL,974,0,
2056,2015-10-04,DL,1733,DAL,ATL,695,0,
2057,2015-04-29,B6,1567,HPN,PBI,878,0,
2058,2015-11-08,EV,2548,DFW,BTR,540,0,
2059,2015-11-08,EV,5288,RIC,MSP,598,0,
2060,2015-11-28,EV,5589,ATL,MOB,377,0,
2061,2015-09-28,F9,530,DEN,MDW,791,0,
2062,2015-10-22,F9,903,TTN,FLL,55,1,Weather
2063,2015-06-13,MQ,2969,CVG,ORD,101,0,
2064,2015-09-04,MQ,3277,GRR,ORD,751,0,
2065,2015-06-13,MQ,3433,DFW,JAN,734,0,
2066,2015-10-18,MQ,3481,FWA,ORD,351,0,
2067,2015-06-08,NK,657,FLL,MSY,37,0,
2068,2015-09-08,NK,847,LGA,ORD,896,1,Airline/Carrier
2069,2015-05-08,OO,6207,SFO,LAS,932,0,
2070,2015-07-26,OO,4655,MOT,MSP,267,0,
2071,2015-06-30,OO,4539,TUS,SLC,961,0,
2072,2015-12-23,OO,5446,ORD,FWA,322,0,
2073,2015-01-03,OO,4730,TUL,SLC,156,0,
2074,2015-08-18,MQ,3222,DFW,MSN,135,0,
2075,2015-03-25,OO,5544,DEN,BIS,522,0,
2076,2015-02-05,OO,5636,SFO,MFR,441,0,
2077,2015-02-13,OO,7367,DTW,APN,363,0,
2078,2015-12-24,OO,6517,TUS,LAX,948,0,
2079,2015-12-04,B6,290,DCA,BOS,905,1,Airline/Carrier
2080,2015-03-09,DL,2025,ATL,BWI,274,1,Airline/Carrier
2081,2015-04-13,EV,6184,LBB,DEN,173,0,
2082,2015-05-27,HA,124,LIH,HNL,636,0,
2083,2015-05-28,OO,5214,RDU,IAH,343,0,
2084,2015-02-07,OO,5477,SBA,LAX,400,0,
2085,2015-06-17,OO,5512,MSN,DEN,609,0,
2086,2015-07-31,DL,2310,ATL,DFW,140,0,
2087,2015-08-02,EV,4471,CLT,EWR,308,0,
2088,2015-12-26,OO,5192,LAX,JAC,404,1,Security
2089,2015-09-23,UA,278,SFO,SEA,426,0,
2090,2015-01-09,US,690,PHX,HNL,988,0,
2091,2015-06-30,US,754,LAX,PHL,277,0,
2092,2015-07-13,US,1949,CLE,CLT,116,0,
2093,2015-07-12,UA,549,ORD,PDX,338,0,
2094,2015-12-27,WN,681,BWI,DAL,422,0,
2095,2015-10-30,WN,4859,BWI,JAX,21,0,
2096,2015-12-01,WN,23,DEN,DAL,671,1,Weather
2097,2015-02-18,WN,1093,DEN,TUS,45,1,Security
2098,2015-09-30,WN,789,DSM,MDW,588,0,
2099,2015-09-13,WN,1652,ECP,BNA,165,0,
2100,2015-01-11,WN,2182,LAS,ABQ,460,0,
2101,2015-01-23,WN,3305,MDW,BHM,116,0,
2102,2015-03-07,WN,902,SJC,ONT,565,0,
2103,2015-02-01,WN,922,OMA,DEN,420,1,Airline/Carrier
2104,2015-08-15,US,416,GEG,PHX,21,1,Security
2105,2015-07-20,US,455,PHX,SLC,733,0,
2106,2015-08-22,US,560,PHX,SEA,211,0,
2107,2015-05-05,AA,48,SAN,DFW,125,0,
2108,2015-06-12,AA,1077,BWI,DFW,449,0,
2109,2015-11-27,AA,1279,DFW,OMA,663,1,Airline/Carrier
2110,2015-05-14,AA,1557,IND,DFW,664,0,
2111,2015-10-28,AS,32,SEA,PHL,35,0,
2112,2015-06-08,AS,718,SLC,SAN,100,0,
2113,2015-01-09,AS,879,SEA,LIH,130,0,
2114,2015-06-22,B6,1025,JFK,TPA,724,0,
2115,2015-03-25,B6,1383,BOS,RDU,89,0,
2116,2015-11-04,DL,454,JFK,STT,37,0,
2117,2015-09-20,DL,1439,STL,DTW,100,0,
2118,2015-06-29,DL,1444,DTW,DCA,405,0,
2119,2015-11-04,DL,2048,DTW,LGA,116,0,
2120,2015-09-21,DL,2063,DCA,MSP,472,1,Weather
2121,2015-03-21,DL,2167,DTW,SLC,279,0,
2122,2015-01-30,DL,2243,RDU,MSP,986,0,
2123,2015-04-02,DL,2423,DTW,SEA,117,0,
2124,2015-10-12,DL,1945,DTW,SRQ,627,0,
2125,2015-05-22,F9,828,DEN,MCI,672,0,
2126,2015-10-30,MQ,2755,DFW,LFT,691,1,Weather
2127,2015-11-10,MQ,3007,DFW,GRR,67,1,Airline/Carrier
2128,2015-12-12,MQ,3120,CMI,ORD,636,0,
2129,2015-10-14,MQ,3283,DAY,ORD,705,0,
2130,2015-03-05,NK,121,ORD,RSW,656,0,
2131,2015-08-14,OO,5306,CLD,LAX,80,0,
2132,2015-10-25,OO,2602,LAX,ELP,550,0,
2133,2015-12-21,OO,6289,SFO,MMH,798,1,Weather
2134,2015-03-17,OO,4608,PDX,SEA,51,0,
2135,2015-10-07,OO,5243,PIA,DEN,825,0,
2136,2015-03-24,OO,5439,SFO,CEC,537,0,
2137,2015-09-25,UA,1092,FLL,EWR,116,0,
2138,2015-03-26,B6,651,TPA,SJU,974,0,
2139,2015-07-05,DL,1863,DTW,MCO,121,0,
2140,2015-03-25,EV,4701,EWR,CMH,756,0,
2141,2015-03-02,UA,1086,DTW,IAH,4,0,
2142,2015-05-06,NK,675,MCO,FLL,307,0,
2143,2015-02-02,OO,5445,SFO,SBP,39,0,
2144,2015-08-18,OO,5640,SFO,SBA,867,0,
2145,2015-01-12,OO,6336,SFO,RNO,324,1,Weather
2146,2015-08-06,B6,1308,IAD,JFK,396,0,
2147,2015-01-23,EV,4207,MEM,DEN,302,0,
2148,2015-07-30,EV,5555,CAE,ATL,107,0,
2149,2015-02-01,F9,706,DEN,MSY,408,1,Security
2150,2015-02-02,NK,872,OAK,ORD,943,1,Security
2151,2015-09-08,UA,1148,MCO,SFO,204,0,
2152,2015-07-19,NK,107,DFW,SAN,748,0,
2153,2015-01-03,OO,5187,ASE,SFO,522,0,
2154,2015-09-07,OO,5551,DEN,SEA,124,0,
2155,2015-09-25,OO,5539,SFO,SLC,44,0,
2156,2015-04-25,OO,6459,ORD,OMA,147,0,
2157,2015-12-16,UA,245,ORD,RSW,475,0,
2158,2015-10-01,UA,306,LAX,BWI,668,0,
2159,2015-01-17,US,1831,PIT,CLT,289,1,Security
2160,2015-03-19,UA,567,IAD,SFO,730,0,
2161,2015-07-30,UA,773,PIT,DEN,875,0,
2162,2015-06-13,VX,312,LAX,MCO,687,0,
2163,2015-09-23,WN,4547,DEN,LAS,5,1,Airline/Carrier
2164,2015-05-31,WN,2863,IND,LAS,346,0,
2165,2015-06-08,WN,4660,LAS,MCO,267,0,
2166,2015-05-28,WN,1940,MDW,DCA,377,1,Security
2167,2015-08-23,WN,1165,MKE,MCO,12,0,
2168,2015-03-09,WN,144,SEA,DEN,732,0,
2169,2015-03-06,WN,699,SJC,DEN,35,0,
2170,2015-01-29,WN,1782,SMF,LAS,715,0,
2171,2015-02-02,WN,416,STL,BNA,571,0,
2172,2015-03-10,US,491,PHX,LAX,832,0,
2173,2015-11-14,AA,53,DCA,LAX,771,0,
2174,2015-10-04,AA,59,LAX,KOA,545,0,
2175,2015-06-28,AA,208,LAX,MIA,753,1,Airline/Carrier
2176,2015-07-25,AA,1033,RNO,ORD,326,1,Security
2177,2015-04-21,AA,1387,DFW,IAD,356,0,
2178,2015-02-19,AA,1339,RDU,DFW,636,0,
2179,2015-02-26,AA,1155,DCA,MIA,491,0,
2180,2015-11-16,AA,1575,PHL,DFW,329,0,
2181,2015-04-25,AA,1503,FLL,DFW,90,0,
2182,2015-04-05,AS,38,SEA,FLL,295,0,
2183,2015-10-22,AS,455,LAX,SEA,250,0,
2184,2015-04-20,B6,795,JFK,AUS,388,0,
2185,2015-04-05,DL,1221,CVG,SEA,675,0,
2186,2015-05-05,DL,1995,ATL,TPA,863,1,Weather
2187,2015-12-20,DL,2316,DTW,LAS,784,0,
2188,2015-03-13,DL,1494,ATL,PHL,812,1,Security
2189,2015-06-16,DL,1579,DTW,MIA,335,0,
2190,2015-07-28,AA,2385,DFW,JAX,818,0,
2191,2015-10-21,EV,2556,DFW,CLL,81,0,
2192,2015-03-25,EV,4169,BHM,IAH,636,0,
2193,2015-02-19,EV,5283,EVV,DTW,743,0,
2194,2015-07-08,EV,6149,DAY,ORD,279,0,
2195,2015-11-24,HA,1,LAX,HNL,50,1,Airline/Carrier
2196,2015-09-27,HA,121,ITO,HNL,146,0,
2197,2015-04-15,MQ,3342,DFW,LEX,447,0,
2198,2015-12-28,MQ,3364,DFW,BHM,649,0,
2199,2015-06-10,NK,151,ACY,PBI,173,0,
2200,2015-02-08,OO,4441,BIS,MSP,402,0,
2201,2015-02-13,OO,5223,SLC,SFO,6,0,
2202,2015-01-17,OO,5534,MSO,DEN,539,0,
2203,2015-11-01,OO,6508,SFO,ASE,738,0,
2204,2015-08-02,OO,4585,DTW,LAN,471,1,Security
2205,2015-06-15,UA,1615,SFO,IAD,467,1,Airline/Carrier
2206,2015-08-01,OO,4451,OAK,LAX,562,0,
2207,2015-06-30,UA,496,SFO,PDX,415,0,
2208,2015-09-10,DL,745,DTW,SFO,14,0,
2209,2015-06-03,F9,520,DEN,CLE,327,0,
2210,2015-11-10,HA,117,KOA,HNL,73,1,Airline/Carrier
2211,2015-09-17,OO,5398,SMF,SFO,392,0,
2212,2015-01-28,DL,1319,DTW,ORD,110,1,Weather
2213,2015-06-09,US,713,JAX,CLT,679,0,
2214,2015-10-09,US,1729,MCO,CLT,288,1,Airline/Carrier
2215,2015-06-08,US,1751,SEA,PHL,170,0,
2216,2015-02-21,UA,538,ORD,SRQ,132,1,Weather
2217,2015-10-06,UA,641,LAX,HNL,91,0,
2218,2015-08-30,UA,1010,MCO,EWR,166,0,
2219,2015-03-23,WN,1966,ATL,JAX,460,0,
2220,2015-05-12,WN,3852,ATL,LGA,609,0,
2221,2015-04-21,WN,3157,BNA,PHX,80,0,
2222,2015-03-21,WN,1158,DEN,BWI,214,0,
2223,2015-05-10,WN,2246,DTW,ATL,595,1,Weather
2224,2015-12-22,WN,2243,LAS,OMA,199,0,
2225,2015-02-02,WN,1587,MCO,DEN,997,0,
2226,2015-10-25,WN,4476,MDW,OAK,26,0,
2227,2015-04-18,WN,1688,MDW,SFO,50,0,
2228,2015-08-18,WN,3774,MDW,SLC,120,0,
2229,2015-01-23,WN,3131,PHX,SLC,627,0,
2230,2015-06-04,WN,717,PIT,BNA,710,0,
2231,2015-05-25,WN,454,HOU,SAT,576,0,
2232,2015-01-04,WN,134,PHL,DEN,641,0,
2233,2015-09-26,UA,1563,IAH,SAN,108,0,
2234,2015-03-19,UA,1744,LGA,IAH,536,0,
2235,2015-10-07,US,403,PHX,SFO,91,0,
2236,2015-05-27,US,410,PHX,SNA,739,1,Weather
2237,2015-01-09,US,446,PHX,PDX,407,0,
2238,2015-09-02,US,452,PHX,SAN,851,0,
2239,2015-11-13,US,465,PHX,ORD,434,0,
2240,2015-03-19,US,519,PDX,PHX,520,0,
2241,2015-01-14,AA,97,DCA,DFW,413,0,
2242,2015-11-05,AA,317,LGA,ORD,898,0,
2243,2015-08-27,AA,249,DFW,COS,193,0,
2244,2015-02-17,AA,1567,STL,LAX,16,0,
