gender,country,facebook_game,age,browser,total_playing_hours,total_money_spent
Male,France,Candy Crush Saga,28,Internet Explorer,55,8538.04
Male,Israel,Candy Crush Saga,20,Safari,68,4957.74
Male,United States,Zynga Poker,28,Safari,39,8250.6
Male,France,Township,29,Internet Explorer,25,8836.55
Male,Canada,Candy Crush Saga,18,Internet Explorer,31,8272.36
Male,France,Zynga Poker,25,Chrome,45,9129.08
Male,Canada,Zynga Poker,22,Internet Explorer,7,534.18
Female,United States,Zynga Poker,25,Safari,27,2773.78
Female,France,Candy Crush Saga,18,Opera,6,8855.11
Male,Israel,Candy Crush Saga,30,Chrome,60,4091.95
Male,United States,Zynga Poker,21,Opera,64,9308.62
Female,Canada,Candy Crush Saga,19,Safari,6,6393.4
Female,United States,Zynga Poker,18,Opera,44,2344.83
Female,Canada,Candy Crush Saga,20,Safari,98,6671.59
Male,France,Candy Crush Saga,28,Opera,49,4192.77
Female,France,Candy Crush Saga,29,Internet Explorer,31,7652.72
Male,United States,Zynga Poker,21,Safari,47,1741.72
Male,United States,Township,21,Chrome,59,7564.16
Male,United States,Candy Crush Saga,29,Internet Explorer,82,2410.39
Female,United States,Zynga Poker,26,Safari,4,5907.77
Female,United States,Zynga Poker,25,Internet Explorer,84,1584.37
Female,France,Zynga Poker,21,Chrome,53,2154.95
Female,United States,Township,22,Opera,22,1588.99
Male,France,Zynga Poker,28,Opera,75,6849.99
Female,United States,Zynga Poker,28,Opera,92,7590.05
Female,United States,Township,27,Chrome,79,7121.57
Male,Canada,Zynga Poker,24,Chrome,40,2088.74
Female,France,Candy Crush Saga,20,Chrome,30,4589.06
Male,Canada,Township,25,Chrome,28,7549.81
Female,France,Candy Crush Saga,26,Safari,18,4620.33
Male,France,Township,28,Chrome,79,5585.83
Female,France,Township,28,Safari,39,8269.28
Male,United States,Township,26,Chrome,64,975.56
Male,Canada,Candy Crush Saga,26,Safari,62,552.45
Female,France,Zynga Poker,23,Internet Explorer,15,492.33
Male,France,Candy Crush Saga,18,Safari,84,9240.25
Female,France,Candy Crush Saga,21,Chrome,81,3433.19
Male,Canada,Zynga Poker,28,Safari,10,6700.83
Male,France,Zynga Poker,29,Chrome,73,3576.03
Male,France,Zynga Poker,22,Chrome,58,4155.51
Female,Canada,Candy Crush Saga,25,Safari,33,3145.31
Female,United States,Zynga Poker,21,Chrome,6,7975.2
Male,United States,Township,28,Internet Explorer,51,4554.9
Female,Canada,Township,20,Chrome,46,880.11
Female,United States,Township,25,Opera,79,5777.97
Male,United States,Township,24,Chrome,23,5263.27
Female,Canada,Candy Crush Saga,30,Opera,71,8492.79
Female,United States,Candy Crush Saga,27,Opera,84,4530.0
Male,United States,Zynga Poker,30,Internet Explorer,26,3130.26
Male,United States,Candy Crush Saga,18,Internet Explorer,24,6719.52
Female,France,Candy Crush Saga,19,Opera,47,4477.94
Male,France,Zynga Poker,27,Chrome,14,9366.11
Female,United States,Township,21,Safari,78,3627.31
Male,France,Township,20,Chrome,95,3285.55
Male,United States,Zynga Poker,29,Internet Explorer,46,475.21
Female,United States,Township,22,Safari,81,4434.4
Female,Canada,Candy Crush Saga,21,Opera,10,2066.79
Male,France,Candy Crush Saga,19,Safari,83,2358.05
Male,France,Township,21,Chrome,77,211.8
Female,United States,Candy Crush Saga,29,Chrome,13,8843.33
Male,Israel,Zynga Poker,28,Safari,71,8853.46
Female,United States,Township,21,Opera,85,3652.03
Male,France,Candy Crush Saga,20,Safari,69,4754.33
Female,United States,Zynga Poker,22,Safari,22,9752.58
Female,United States,Candy Crush Saga,21,Chrome,44,2447.96
Male,Canada,Candy Crush Saga,26,Chrome,51,9511.47
Female,United States,Township,26,Internet Explorer,32,712.12
Female,France,Zynga Poker,19,Chrome,11,3340.47
Male,United States,Zynga Poker,25,Internet Explorer,45,4149.15
Female,France,Candy Crush Saga,26,Safari,8,1519.8
Female,United States,Township,23,Opera,6,4553.46
Female,United States,Candy Crush Saga,19,Internet Explorer,42,8501.72
Male,France,Candy Crush Saga,29,Chrome,93,1295.8
Male,Canada,Township,20,Safari,43,4351.96
Male,France,Township,25,Internet Explorer,10,1152.13
Female,United States,Zynga Poker,28,Safari,39,4451.03
Male,United States,Township,18,Internet Explorer,43,4829.34
Male,France,Candy Crush Saga,29,Internet Explorer,9,2069.29
Male,France,Zynga Poker,29,Chrome,57,2227.05
Male,United States,Zynga Poker,22,Opera,71,5099.39
Female,France,Zynga Poker,23,Internet Explorer,45,5917.41
Female,France,Zynga Poker,20,Internet Explorer,72,343.63
Female,United States,Zynga Poker,22,Chrome,12,7183.43
Female,United States,Candy Crush Saga,27,Internet Explorer,82,3267.14
Female,Israel,Zynga Poker,18,Chrome,99,4093.83
Male,France,Township,18,Opera,71,327.63
Female,Canada,Candy Crush Saga,25,Chrome,82,3301.32
Female,United States,Zynga Poker,21,Opera,80,2618.12
Male,Canada,Township,22,Safari,51,4112.34
Female,United States,Zynga Poker,24,Opera,41,4083.63
Male,France,Township,26,Internet Explorer,60,4051.17
Female,Canada,Candy Crush Saga,20,Internet Explorer,63,9861.21
Male,France,Township,30,Chrome,31,5954.43
Female,France,Township,25,Internet Explorer,41,4721.98
Female,France,Candy Crush Saga,26,Chrome,73,5230.48
Female,Israel,Zynga Poker,30,Safari,78,8548.72
Female,United States,Candy Crush Saga,25,Safari,81,1532.35
Female,France,Township,27,Internet Explorer,21,9071.32
Male,United States,Candy Crush Saga,20,Opera,98,2068.91
Male,Canada,Township,28,Safari,38,9953.96
Female,United States,Candy Crush Saga,29,Internet Explorer,53,5925.69
Male,United States,Township,22,Internet Explorer,18,1393.88
Female,Canada,Township,29,Safari,97,4925.9
Male,United States,Zynga Poker,24,Internet Explorer,28,1569.93
Male,United States,Township,22,Chrome,48,5177.04
Male,Israel,Township,21,Internet Explorer,96,7237.72
Male,France,Candy Crush Saga,24,Chrome,36,1578.82
Female,France,Zynga Poker,22,Safari,85,8250.45
Male,United States,Township,28,Opera,73,6952.44
Male,Canada,Zynga Poker,21,Chrome,19,6502.59
Male,France,Zynga Poker,23,Safari,100,8983.5
Male,United States,Zynga Poker,26,Chrome,34,4368.39
Male,France,Township,27,Safari,75,3303.88
Female,France,Candy Crush Saga,22,Chrome,39,5562.54
Female,Canada,Township,20,Internet Explorer,11,7227.06
Female,United States,Zynga Poker,27,Chrome,78,4846.44
Female,France,Township,22,Chrome,83,4214.67
Male,United States,Candy Crush Saga,26,Opera,58,3489.69
Female,France,Township,23,Internet Explorer,79,4810.32
Female,France,Township,19,Opera,25,978.3
Female,Israel,Candy Crush Saga,28,Opera,80,807.86
Male,France,Township,27,Safari,82,9758.57
Male,United States,Candy Crush Saga,24,Safari,20,9551.35
Female,France,Township,20,Opera,18,8835.7
Female,France,Candy Crush Saga,30,Internet Explorer,87,7716.03
Female,United States,Zynga Poker,25,Safari,70,9694.25
Male,Canada,Township,30,Safari,98,6614.14
Male,Canada,Candy Crush Saga,27,Internet Explorer,81,3935.71
Female,France,Candy Crush Saga,30,Safari,15,5436.96
Male,France,Zynga Poker,27,Opera,2,9553.58
Male,France,Candy Crush Saga,21,Chrome,90,8451.68
Male,United States,Zynga Poker,18,Safari,41,1446.3
Male,United States,Candy Crush Saga,22,Chrome,3,6318.47
Male,France,Township,18,Safari,69,5267.59
Male,France,Candy Crush Saga,27,Safari,6,7042.62
Female,France,Zynga Poker,26,Chrome,32,8892.89
Male,Canada,Township,25,Internet Explorer,22,2215.0
Female,United States,Township,27,Safari,36,9394.5
Male,France,Zynga Poker,28,Internet Explorer,40,989.79
Male,United States,Candy Crush Saga,28,Safari,11,5601.2
Female,France,Zynga Poker,26,Opera,5,3606.73
Female,United States,Candy Crush Saga,21,Safari,8,4036.79
Female,United States,Candy Crush Saga,22,Safari,55,5854.73
Female,France,Township,23,Chrome,24,4802.3
Male,United States,Candy Crush Saga,27,Safari,50,5089.61
Male,Canada,Zynga Poker,26,Safari,30,4127.16
Female,France,Township,19,Opera,82,5694.71
Male,France,Candy Crush Saga,27,Safari,51,7427.6
Male,France,Zynga Poker,26,Opera,29,3381.04
Male,United States,Zynga Poker,28,Opera,53,5073.87
Male,France,Zynga Poker,27,Chrome,58,252.26
Female,France,Zynga Poker,25,Safari,29,7880.54
Female,France,Zynga Poker,23,Opera,69,6891.16
Male,United States,Candy Crush Saga,22,Opera,8,4386.84
Female,Canada,Zynga Poker,26,Opera,90,6839.37
Female,Canada,Candy Crush Saga,23,Chrome,98,5882.66
Male,France,Candy Crush Saga,28,Safari,67,345.69
Male,Canada,Zynga Poker,24,Opera,34,2846.96
Male,France,Candy Crush Saga,28,Safari,20,1128.81
Female,France,Candy Crush Saga,23,Opera,75,6208.86
Male,Canada,Zynga Poker,21,Safari,67,5446.43
Female,United States,Candy Crush Saga,20,Opera,8,1310.51
Female,France,Township,30,Safari,33,5037.87
Male,United States,Township,24,Opera,46,7979.65
Female,France,Candy Crush Saga,28,Chrome,42,4455.0
Female,France,Township,21,Opera,32,2831.29
Female,Canada,Township,28,Chrome,20,7128.25
Female,United States,Candy Crush Saga,27,Safari,12,864.34
Male,Canada,Township,28,Safari,65,8875.94
Female,United States,Township,26,Chrome,29,428.98
Male,United States,Township,30,Internet Explorer,49,3184.25
Male,France,Candy Crush Saga,24,Safari,55,1735.43
Male,France,Candy Crush Saga,25,Opera,61,9553.44
Female,France,Township,28,Safari,8,8666.7
Male,France,Zynga Poker,23,Chrome,24,1269.36
Female,United States,Township,21,Opera,84,8587.4
Male,United States,Candy Crush Saga,26,Opera,89,6362.61
Male,United States,Candy Crush Saga,24,Safari,11,681.13
Female,United States,Township,19,Safari,58,4190.42
Male,Israel,Zynga Poker,18,Chrome,77,3029.01
Female,United States,Candy Crush Saga,22,Chrome,65,4732.9
Male,France,Township,22,Safari,2,947.93
Female,France,Zynga Poker,18,Opera,59,7403.39
Male,France,Township,26,Internet Explorer,52,3869.89
Female,Canada,Zynga Poker,20,Opera,30,4301.04
Female,United States,Township,25,Safari,30,8688.79
Male,France,Zynga Poker,20,Chrome,34,1397.35
Female,Canada,Township,24,Opera,78,1753.81
Female,United States,Township,22,Chrome,82,8319.51
Female,France,Zynga Poker,19,Safari,57,6665.15
Male,France,Zynga Poker,22,Chrome,29,8075.59
Male,United States,Township,24,Opera,45,4656.8
Male,Canada,Zynga Poker,30,Opera,53,2293.66
Male,Israel,Zynga Poker,20,Safari,55,3687.68
Male,United States,Candy Crush Saga,28,Chrome,1,1341.87
Male,United States,Township,29,Internet Explorer,43,3742.03
Female,Canada,Candy Crush Saga,19,Opera,30,2983.2
Male,France,Zynga Poker,25,Safari,10,7775.2
Male,France,Township,26,Opera,81,2483.31
Female,France,Zynga Poker,20,Internet Explorer,1,8504.44
Female,Canada,Zynga Poker,23,Safari,80,7548.68
Male,France,Zynga Poker,27,Chrome,37,6182.11
Male,France,Candy Crush Saga,20,Safari,58,414.08
Female,France,Zynga Poker,29,Safari,13,4146.16
Male,United States,Candy Crush Saga,28,Safari,71,1757.49
Female,United States,Township,19,Opera,88,7881.21
Female,Canada,Zynga Poker,20,Opera,44,2010.17
Male,France,Township,20,Safari,19,2251.85
Female,France,Candy Crush Saga,18,Safari,24,6882.7
Male,United States,Township,27,Safari,44,9830.36
Male,France,Zynga Poker,26,Safari,84,3809.77
Female,France,Zynga Poker,24,Internet Explorer,55,318.81
Male,United States,Township,28,Internet Explorer,82,8621.53
Female,France,Candy Crush Saga,24,Opera,57,2942.41
Female,France,Township,19,Internet Explorer,86,7533.1
Male,France,Candy Crush Saga,19,Safari,57,9570.61
Female,United States,Township,23,Internet Explorer,96,5262.39
Male,United States,Zynga Poker,19,Opera,74,1601.31
Female,France,Zynga Poker,23,Chrome,37,7289.62
Male,France,Zynga Poker,30,Opera,43,8908.93
Female,United States,Township,24,Chrome,16,3268.03
Male,United States,Zynga Poker,21,Internet Explorer,28,3626.79
Female,France,Zynga Poker,25,Opera,15,5084.42
Male,France,Township,30,Internet Explorer,2,9927.43
Male,Canada,Zynga Poker,20,Opera,77,403.31
Male,France,Zynga Poker,29,Safari,71,780.45
Male,France,Township,30,Safari,9,5681.67
Female,United States,Township,30,Opera,36,6771.03
Female,United States,Zynga Poker,25,Opera,34,1459.37
Male,France,Zynga Poker,30,Opera,8,8731.99
Male,United States,Township,24,Chrome,40,1599.93
Male,France,Township,27,Chrome,15,234.12
Female,United States,Township,23,Safari,90,1394.33
Male,United States,Township,19,Internet Explorer,53,3408.68
Male,United States,Zynga Poker,22,Opera,48,2990.54
Male,United States,Township,19,Safari,54,6454.46
Male,France,Zynga Poker,30,Opera,6,4498.51
Female,France,Zynga Poker,18,Safari,85,947.35
Female,Canada,Township,22,Safari,5,614.0
Female,France,Township,30,Chrome,53,5651.86
Male,France,Zynga Poker,28,Chrome,25,8140.19
Male,Israel,Township,18,Internet Explorer,49,8869.45
Male,France,Candy Crush Saga,22,Safari,37,2152.29
Female,United States,Candy Crush Saga,21,Chrome,35,1963.14
Male,France,Township,23,Internet Explorer,26,8872.11
Male,Canada,Zynga Poker,21,Opera,28,8787.53
Male,Canada,Township,18,Chrome,39,6729.86
Female,France,Township,19,Internet Explorer,21,2208.5
Female,France,Township,24,Safari,55,710.01
Female,France,Candy Crush Saga,20,Opera,22,2168.99
Male,France,Candy Crush Saga,30,Internet Explorer,82,3708.08
Male,United States,Candy Crush Saga,25,Chrome,53,9835.94
Male,Canada,Zynga Poker,29,Opera,94,5702.34
Male,France,Candy Crush Saga,27,Opera,38,9528.86
Male,France,Township,30,Opera,38,1247.65
Female,France,Zynga Poker,24,Opera,40,7768.27
Female,France,Zynga Poker,18,Chrome,68,4089.09
Female,Canada,Zynga Poker,30,Internet Explorer,68,4176.35
Female,France,Township,22,Internet Explorer,1,549.88
Female,United States,Zynga Poker,27,Safari,40,774.59
Male,United States,Candy Crush Saga,26,Chrome,44,2119.84
Male,United States,Candy Crush Saga,30,Opera,1,1452.4
Female,France,Zynga Poker,18,Opera,35,9348.18
Female,France,Township,21,Opera,8,1815.75
Male,United States,Township,23,Chrome,79,5692.91
Male,United States,Candy Crush Saga,23,Internet Explorer,62,9427.04
Male,Canada,Township,28,Chrome,75,402.12
Female,France,Zynga Poker,25,Internet Explorer,48,1241.48
Male,France,Township,27,Safari,21,1209.67
Female,France,Candy Crush Saga,29,Safari,76,2357.76
Male,United States,Candy Crush Saga,23,Safari,75,7644.9
Male,France,Candy Crush Saga,25,Safari,61,9471.11
Male,United States,Township,20,Safari,29,5715.57
Male,France,Candy Crush Saga,29,Opera,89,2254.78
Female,France,Township,24,Opera,9,415.57
Male,France,Township,18,Chrome,26,4728.72
Male,France,Zynga Poker,28,Opera,17,5627.78
Female,Canada,Township,20,Safari,40,8185.45
Female,France,Zynga Poker,21,Safari,5,5596.18
Female,Canada,Township,21,Opera,56,7990.05
Female,France,Zynga Poker,26,Internet Explorer,87,1330.32
Female,United States,Candy Crush Saga,18,Chrome,28,469.05
Male,France,Zynga Poker,22,Internet Explorer,49,972.77
Male,Canada,Zynga Poker,23,Chrome,24,8177.9
Male,Canada,Township,25,Safari,7,1181.36
Female,France,Candy Crush Saga,24,Safari,35,1957.83
Female,United States,Zynga Poker,25,Chrome,93,6271.41
Female,France,Candy Crush Saga,25,Safari,13,7202.24
Female,France,Township,25,Internet Explorer,69,6972.88
Female,France,Candy Crush Saga,18,Safari,74,3061.41
Female,France,Candy Crush Saga,26,Safari,39,4245.57
Male,Canada,Township,27,Opera,98,8413.41
Male,United States,Candy Crush Saga,27,Opera,25,4990.74
Male,France,Zynga Poker,26,Internet Explorer,32,6834.15
Female,United States,Zynga Poker,25,Safari,19,9564.06
Female,France,Candy Crush Saga,22,Safari,40,4807.92
Male,Canada,Township,21,Internet Explorer,51,9166.18
Female,France,Candy Crush Saga,20,Opera,97,2395.61
Female,France,Township,24,Opera,36,9876.9
Male,France,Candy Crush Saga,23,Chrome,4,264.44
Female,Canada,Candy Crush Saga,18,Opera,35,2323.0
Male,France,Candy Crush Saga,25,Internet Explorer,14,6007.65
Female,France,Zynga Poker,22,Safari,4,2425.46
Female,United States,Candy Crush Saga,26,Internet Explorer,14,7591.85
Male,Canada,Township,25,Opera,39,8240.19
Male,Canada,Candy Crush Saga,28,Chrome,48,6771.88
Female,United States,Candy Crush Saga,28,Opera,99,4951.36
Male,France,Township,24,Opera,46,853.54
Male,France,Zynga Poker,19,Opera,93,2266.42
Female,United States,Zynga Poker,24,Safari,33,8763.78
Female,France,Candy Crush Saga,29,Safari,29,362.93
Male,France,Township,19,Opera,6,9374.59
Female,France,Township,22,Safari,32,6052.47
Male,United States,Township,22,Internet Explorer,75,5108.69
Female,United States,Zynga Poker,28,Chrome,91,8885.69
Female,France,Zynga Poker,28,Opera,3,1685.46
Male,France,Candy Crush Saga,19,Chrome,50,4710.72
Male,United States,Township,29,Internet Explorer,69,9194.17
Female,United States,Zynga Poker,19,Internet Explorer,4,9781.29
Female,United States,Zynga Poker,23,Internet Explorer,58,5348.99
Female,United States,Candy Crush Saga,21,Chrome,73,8624.19
Female,Israel,Candy Crush Saga,26,Opera,16,1813.67
Male,United States,Candy Crush Saga,19,Opera,81,3214.42
Male,United States,Township,20,Internet Explorer,96,1001.46
Male,United States,Candy Crush Saga,27,Internet Explorer,13,8875.24
Female,France,Zynga Poker,28,Chrome,51,5916.32
Female,United States,Candy Crush Saga,22,Chrome,15,7117.7
Female,France,Candy Crush Saga,21,Safari,18,5943.97
Male,Canada,Zynga Poker,28,Opera,68,1997.2
Male,United States,Candy Crush Saga,24,Safari,44,1315.14
Female,France,Township,30,Chrome,4,2867.6
Female,France,Candy Crush Saga,20,Chrome,83,1025.67
Female,Canada,Zynga Poker,23,Chrome,3,9050.55
Male,France,Zynga Poker,28,Chrome,44,335.99
Female,France,Township,20,Chrome,92,351.23
Female,Canada,Zynga Poker,22,Chrome,25,4348.03
Male,France,Candy Crush Saga,21,Safari,86,274.06
Female,France,Zynga Poker,21,Chrome,34,4550.99
Female,France,Township,19,Chrome,32,7694.96
Female,France,Township,26,Safari,84,7504.31
Female,France,Zynga Poker,21,Chrome,76,9166.99
Male,France,Zynga Poker,23,Opera,3,6228.52
Male,Canada,Candy Crush Saga,25,Opera,77,6324.2
Male,Canada,Candy Crush Saga,23,Opera,14,4449.12
Female,United States,Township,20,Safari,26,9759.78
Male,France,Township,18,Safari,71,5140.51
Female,Canada,Township,23,Opera,87,3215.18
Female,United States,Zynga Poker,22,Safari,36,8719.71
Male,France,Candy Crush Saga,19,Opera,90,3463.05
Male,France,Candy Crush Saga,23,Internet Explorer,89,4394.06
Male,France,Candy Crush Saga,22,Chrome,29,5810.46
Male,United States,Township,27,Safari,56,1418.39
Female,France,Zynga Poker,29,Safari,27,1890.67
Female,United States,Candy Crush Saga,21,Safari,92,1188.32
Female,France,Candy Crush Saga,29,Safari,3,2451.79
Female,France,Zynga Poker,21,Internet Explorer,86,4966.29
Male,United States,Zynga Poker,30,Opera,69,6397.03
Male,Israel,Candy Crush Saga,27,Chrome,35,9633.91
Male,Canada,Candy Crush Saga,23,Safari,47,5286.38
Male,France,Candy Crush Saga,28,Opera,12,2556.15
Male,Canada,Candy Crush Saga,19,Chrome,82,9256.91
Male,Israel,Candy Crush Saga,23,Opera,31,624.69
Male,United States,Township,28,Safari,11,1525.34
Female,United States,Township,30,Opera,48,9907.26
Female,Canada,Township,25,Internet Explorer,99,4798.74
Female,Canada,Township,18,Safari,20,7498.1
Male,France,Candy Crush Saga,29,Opera,17,5109.88
Male,United States,Candy Crush Saga,18,Chrome,49,478.41
Male,France,Candy Crush Saga,19,Chrome,48,3668.3
Male,United States,Township,27,Opera,4,1352.15
Male,France,Candy Crush Saga,25,Internet Explorer,67,4785.13
Male,United States,Township,30,Opera,96,7409.92
Female,United States,Township,24,Internet Explorer,13,5018.02
Male,United States,Township,25,Opera,5,1328.3
Female,France,Zynga Poker,22,Opera,24,3957.17
Female,France,Candy Crush Saga,19,Safari,41,2131.51
Female,France,Township,23,Chrome,49,8323.87
Female,France,Zynga Poker,21,Safari,38,4806.43
Male,United States,Candy Crush Saga,24,Opera,40,5979.32
Female,United States,Township,22,Safari,95,4794.17
Male,France,Zynga Poker,27,Opera,55,691.38
Female,France,Township,20,Internet Explorer,49,9192.76
Female,France,Candy Crush Saga,27,Internet Explorer,39,8741.21
Male,France,Candy Crush Saga,29,Chrome,98,4177.86
Male,United States,Candy Crush Saga,30,Opera,30,9421.38
Female,Canada,Township,23,Internet Explorer,93,6111.39
Male,United States,Township,20,Safari,59,4806.13
Male,France,Township,22,Safari,83,5067.71
Female,France,Zynga Poker,20,Safari,51,9336.75
Female,Canada,Candy Crush Saga,28,Opera,11,6408.05
Male,France,Zynga Poker,19,Chrome,37,4734.63
Female,France,Zynga Poker,19,Internet Explorer,67,4913.07
Female,Canada,Candy Crush Saga,22,Internet Explorer,98,7414.33
Female,Canada,Township,20,Safari,19,5668.71
Female,France,Zynga Poker,21,Internet Explorer,56,7202.46
Male,France,Zynga Poker,24,Internet Explorer,93,2143.29
Male,France,Township,22,Safari,78,677.77
Female,France,Zynga Poker,30,Internet Explorer,39,6088.13
Female,France,Candy Crush Saga,23,Chrome,80,3870.88
Male,France,Zynga Poker,23,Opera,81,4744.74
Female,France,Zynga Poker,28,Internet Explorer,2,9865.7
Female,France,Candy Crush Saga,20,Chrome,94,3440.38
Female,United States,Township,30,Safari,72,3883.03
Female,France,Candy Crush Saga,19,Opera,88,2221.63
Male,France,Township,18,Chrome,14,4736.11
Male,France,Candy Crush Saga,30,Safari,23,3045.58
Female,Canada,Zynga Poker,24,Opera,52,9216.97
Male,United States,Township,28,Safari,76,3245.96
Male,United States,Zynga Poker,27,Opera,24,5319.51
